ADMIN_variable_group,ADMIN_variable,ADMIN_classification,ADMIN_category_code,ADMIN_category_name,ADMIN_legend_start_str,EDIT_THIS_legend_str_1,EDIT_THIS_legend_str_2,EDIT_THIS_legend_str_3,OLD_legend_str_3
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-066,Other identity only: American and Caribbean: Caribbean: Jamaican,{PERCENTAGE}%,of people in {location},identify as,Jamaican,other identity only: american and caribbean: caribbean: jamaican
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-067,Other identity only: American and Caribbean: Caribbean: Other Caribbean,{PERCENTAGE}%,of people in {location},identify as,any other Caribbean identity,other identity only: american and caribbean: caribbean: other caribbean
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-068,Other identity only: Antarctican and Oceanian: Australasian: Australian,{PERCENTAGE}%,of people in {location},identify as,Australian,other identity only: antarctican and oceanian: australasian: australian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-069,Other identity only: Antarctican and Oceanian: Australasian: New Zealander,{PERCENTAGE}%,of people in {location},identify as,a New Zealander,other identity only: antarctican and oceanian: australasian: new zealander
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-070,Other identity only: Antarctican and Oceanian: Australasian: Other Australasian,{PERCENTAGE}%,of people in {location},identify as,any other Australasian identity,other identity only: antarctican and oceanian: australasian: other australasian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-071,Other identity only: Antarctican and Oceanian: Other Oceanian,{PERCENTAGE}%,of people in {location},identify as,any other Oceanian identity,other identity only: antarctican and oceanian: other oceanian
Identity,National identity (detailed),national_identity_detailed,national_identity_detailed-072,Other identity only: Other,{PERCENTAGE}%,of people in {location},identify as,any other national identity,other identity only: other
Identity,Proficiency in English language,english_proficiency_4a,english_proficiency_4a-001,Main language is English (English or Welsh in Wales),{PERCENTAGE}%,of households in {location},speak,English (or Welsh in Wales) as their main language,main language is english (english or welsh in wales)
Identity,Proficiency in English language,english_proficiency_4a,english_proficiency_4a-002,Main language is not English (English or Welsh in Wales): Can speak English very well or well,{PERCENTAGE}%,of households in {location},speak,"a different main language, but speak English (or Welsh in Wales) well",main language is not english (english or welsh in wales): can speak english very well or well
Identity,Proficiency in English language,english_proficiency_4a,english_proficiency_4a-003,Main language is not English (English or Welsh in Wales): Cannot speak English or cannot speak English well,{PERCENTAGE}%,of households in {location},speak,"a different main language, but cannot speak English (or Welsh in Wales) well",main language is not english (english or welsh in wales): cannot speak english or cannot speak english well
Identity,Proficiency in English language,english_proficiency,english_proficiency-001,Main language is English (English or Welsh in Wales),{PERCENTAGE}%,of households in {location},speak,English (or Welsh in Wales) as their main language,main language is english (english or welsh in wales)
Identity,Proficiency in English language,english_proficiency,english_proficiency-002,Main language is not English (English or Welsh in Wales): Can speak English very well,{PERCENTAGE}%,of households in {location},speak,"a different main language, but speak English (or Welsh in Wales) very well",main language is not english (english or welsh in wales): can speak english very well
Identity,Proficiency in English language,english_proficiency,english_proficiency-003,Main language is not English (English or Welsh in Wales): Can speak English well,{PERCENTAGE}%,of households in {location},speak,"a different main language, but speak English (or Welsh in Wales) well",main language is not english (english or welsh in wales): can speak english well
Identity,Proficiency in English language,english_proficiency,english_proficiency-004,Main language is not English (English or Welsh in Wales): Cannot speak English well,{PERCENTAGE}%,of households in {location},speak,"a different main language, but cannot speak English (or Welsh in Wales) well",main language is not english (english or welsh in wales): cannot speak english well
Identity,Proficiency in English language,english_proficiency,english_proficiency-005,Main language is not English (English or Welsh in Wales): Cannot speak English,{PERCENTAGE}%,of households in {location},speak,"a different main language, but cannot speak English (or Welsh in Wales) at all",main language is not english (english or welsh in wales): cannot speak english
Identity,Religion,religion_tb,religion_tb-001,No religion,{PERCENTAGE}%,of people in {location},have,no religion,no religion
Identity,Religion,religion_tb,religion_tb-002,Christian,{PERCENTAGE}%,of people in {location},are,Christian,christian
Identity,Religion,religion_tb,religion_tb-003,Buddhist,{PERCENTAGE}%,of people in {location},are,Buddhist,buddhist
Identity,Religion,religion_tb,religion_tb-004,Hindu,{PERCENTAGE}%,of people in {location},are,Hindu,hindu
Identity,Religion,religion_tb,religion_tb-005,Jewish,{PERCENTAGE}%,of people in {location},are,Jewish,jewish
Identity,Religion,religion_tb,religion_tb-006,Muslim,{PERCENTAGE}%,of people in {location},are,Muslim,muslim
Identity,Religion,religion_tb,religion_tb-007,Sikh,{PERCENTAGE}%,of people in {location},are,Sikh,sikh
Identity,Religion,religion_tb,religion_tb-008,Other religion,{PERCENTAGE}%,of people in {location},follow,any other religion,other religion
